Gramaje,Esp.,Hum. Prom.,R/L Prom.,R/T Prom.,Blancura Lado Barrera,Blancura Lado sin Barrera,Cobb Lado Barrera Base 2,Cobb Lado sin Barrera 2,Dennison Lado sin Barrera,Tersura Sheffield Lado Barrera,Tersura Sheffield Lado sin Barrera,CBFC,CKFL,Pulpa TMP,Recorte Duplex + Area 070,SGW,SOREPA + CEL B,DKL,Encolante,Sulfato,Antiespumante,Retentor,Perform,Catiofast GM,Polymin SK
249.1,404,8.5,15.8,5.2,32.55,31.26,0.41,0.42,16,177,279,0.0831366828277628,0.233821026587148,0.463179874429714,0.108694097624462,0.241987385763934,0,0.068648903762818,0.00509,0.01256,0.00048,0,0,0,0.00087
248,404,8.3,16.7,5.5,33.27,31.5,0.41,0.45,16,163,326,0.0831366828277628,0.233821026587148,0.463179874429714,0.108694097624462,0.241987385763934,0,0.068648903762818,0.00509,0.01256,0.00048,0,0,0,0.00087
254,422,8.4,16,5.4,32.61,32.59,0.41,0.42,16,206,328,0.0831366828277628,0.233821026587148,0.463179874429714,0.108694097624462,0.241987385763934,0,0.068648903762818,0.00509,0.01256,0.00048,0,0,0,0.00087
252.4,413,8.6,15.9,5.3,32.52,32.25,0.41,0.4,16,195,299,0.0831366828277628,0.233821026587148,0.463179874429714,0.108694097624462,0.241987385763934,0,0.068648903762818,0.00509,0.01256,0.00048,0,0,0,0.00087
252.7,418,8.7,16,5.2,32.46,32.17,0.41,0.39,16,201,302,0.0831366828277628,0.233821026587148,0.463179874429714,0.108694097624462,0.241987385763934,0,0.068648903762818,0.00509,0.01256,0.00048,0,0,0,0.00087
253,423,8.9,15.9,5.3,32.84,32.38,0.41,0.34,16,141,304,0.0831366828277628,0.233821026587148,0.463179874429714,0.108694097624462,0.241987385763934,0,0.068648903762818,0.00509,0.01256,0.00048,0,0,0,0.00087
253.6,417,9,16.2,5.5,32.67,32,0.41,0.35,16,156,304,0.0831366828277628,0.233821026587148,0.463179874429714,0.108694097624462,0.241987385763934,0,0.068648903762818,0.00509,0.01256,0.00048,0,0,0,0.00087
253,414,8.7,17.7,5.9,32.83,30.85,0.41,0.33,16,187,307,0.0806052093973442,0.208094994892748,0.426366189989786,0.0536261491317671,0.153217568947906,0.0638406537282942,0.0638406537282942,0.00509,0.01256,0.00048,0,0,0,0.00087
252.9,411,9,17.5,6,32.63,30.66,0.41,0.34,16,180,305,0.0806052093973442,0.208094994892748,0.426366189989786,0.0536261491317671,0.153217568947906,0.0638406537282942,0.0638406537282942,0.00509,0.01256,0.00048,0,0,0,0.00087
250.1,404,8.7,18.2,6.1,31.4,30.91,0.41,0.32,16,191,310,0.0806052093973442,0.208094994892748,0.426366189989786,0.0536261491317671,0.153217568947906,0.0638406537282942,0.0638406537282942,0.00509,0.01256,0.00048,0,0,0,0.00087
251,414,8.9,18,6,31.23,30.99,0.41,0.33,16,187,309,0.0806052093973442,0.208094994892748,0.426366189989786,0.0536261491317671,0.153217568947906,0.0638406537282942,0.0638406537282942,0.00509,0.01256,0.00048,0,0,0,0.00087
252.7,418,8.8,17.8,5.7,32.11,30.92,0.41,0.39,16,186,304,0.0806052093973442,0.208094994892748,0.426366189989786,0.0536261491317671,0.153217568947906,0.0638406537282942,0.0638406537282942,0.00509,0.01256,0.00048,0,0,0,0.00087
253.6,415,8.9,17.7,5.7,32.03,31.56,0.41,0.37,16,181,306,0.0806052093973442,0.208094994892748,0.426366189989786,0.0536261491317671,0.153217568947906,0.0638406537282942,0.0638406537282942,0.00509,0.01256,0.00048,0,0,0,0.00087
256.9,419,8.8,17.8,5.8,32.11,31.89,0.41,0.36,16,175,300,0.0806052093973442,0.208094994892748,0.426366189989786,0.0536261491317671,0.153217568947906,0.0638406537282942,0.0638406537282942,0.00509,0.01256,0.00048,0,0,0,0.00087
255,415,8.7,17.7,5.8,31.99,31.65,0.41,0.35,16,171,308,0.0806052093973442,0.208094994892748,0.426366189989786,0.0536261491317671,0.153217568947906,0.0638406537282942,0.0638406537282942,0.00509,0.01256,0.00048,0,0,0,0.00087
249.3,415,8.1,17.8,5.9,31.71,31.44,0.41,0.36,16,167,312,0.0806052093973442,0.208094994892748,0.426366189989786,0.0536261491317671,0.153217568947906,0.0638406537282942,0.0638406537282942,0.00509,0.01256,0.00048,0,0,0,0.00087
249.2,417,8.5,18.8,5.8,31.79,31.68,0.41,0.35,16,165,317,0.0806052093973442,0.208094994892748,0.426366189989786,0.0536261491317671,0.153217568947906,0.0638406537282942,0.0638406537282942,0.00509,0.01256,0.00048,0,0,0,0.00087
249.4,420,8.2,17.9,5.7,31.74,32,0.41,0.36,16,168,302,0.0806052093973442,0.208094994892748,0.426366189989786,0.0536261491317671,0.153217568947906,0.0638406537282942,0.0638406537282942,0.00509,0.01256,0.00048,0,0,0,0.00087
249.4,416,8.1,17.6,5.7,31.27,31.9,0.41,0.36,16,175,310,0.0806052093973442,0.208094994892748,0.426366189989786,0.0536261491317671,0.153217568947906,0.0638406537282942,0.0638406537282942,0.00509,0.01256,0.00048,0,0,0,0.00087
248.6,419,7.9,17.5,5.7,31.16,31.95,0.41,0.37,16,170,313,0.0806052093973442,0.208094994892748,0.426366189989786,0.0536261491317671,0.153217568947906,0.0638406537282942,0.0638406537282942,0.00509,0.01256,0.00048,0,0,0,0.00087
250.8,416,8.3,17.7,5.7,31.17,31.8,0.41,0.36,16,175,310,0.0806052093973442,0.208094994892748,0.426366189989786,0.0536261491317671,0.153217568947906,0.0638406537282942,0.0638406537282942,0.00509,0.01256,0.00048,0,0,0,0.00087
